|region        |stat          |zkratka_meny|rok  |HDP                    |HDP_predchozi_rok      |mezirocni_zmena_HDP_abs|mezirocni_zmena_HDP_procentni|trend_HDP               |odvetvi                                                     |prumerny_plat |prumerny_plat_predchozi_rok|mezirocni_zmena_platu_abs|mezirocni_zmena_platu_procentne|trend_platu            |potravina                  |prumerna_cena|prumerna_cena_predchozi_rok|mezirocni_zmena_cen_abs|mezirocni_zmena_cen_procentne|trend_cen                     |
|Eastern Europe|Czech Republic|CZK         |2,017|245,202,003,265.94,- Kč|233,151,067,380.88,- Kč|12,050,935,885.06,- Kč |5.17 %                       |Změna HDP větší než 2,5%|Doprava a skladování                                        |27,152.25,- Kč|25,505.75,- Kč             |1,646.50,- Kč            |6.46 %                         |Růst platů o 5 a více %|Rajská jablka červená kulatá    |44.70,- Kč   |40.57,- Kč                 |4.13,- Kč              |10.18 %                      |Růst cen potravin o 5 a více %|
|Eastern Europe|Czech Republic|CZK         |2,017|245,202,003,265.94,- Kč|233,151,067,380.88,- Kč|12,050,935,885.06,- Kč |5.17 %                       |Změna HDP větší než 2,5%|Doprava a skladování                                        |27,152.25,- Kč|25,505.75,- Kč             |1,646.50,- Kč            |6.46 %                         |Růst platů o 5 a více %|Pomeranče                       |36.32,- Kč   |32.60,- Kč                 |3.72,- Kč              |11.41 %                      |Růst cen potravin o 5 a více %|
|Eastern Europe|Czech Republic|CZK         |2,017|245,202,003,265.94,- Kč|233,151,067,380.88,- Kč|12,050,935,885.06,- Kč |5.17 %                       |Změna HDP větší než 2,5%|Doprava a skladování                                        |27,152.25,- Kč|25,505.75,- Kč             |1,646.50,- Kč            |6.46 %                         |Růst platů o 5 a více %|Pečivo pšeničné bílé            |45.23,- Kč   |40.84,- Kč                 |4.39,- Kč              |10.75 %                      |Růst cen potravin o 5 a více %|
|Eastern Europe|Czech Republic|CZK         |2,017|245,202,003,265.94,- Kč|233,151,067,380.88,- Kč|12,050,935,885.06,- Kč |5.17 %                       |Změna HDP větší než 2,5%|Doprava a skladování                                        |27,152.25,- Kč|25,505.75,- Kč             |1,646.50,- Kč            |6.46 %                         |Růst platů o 5 a více %|Mléko polotučné pasterované     |19.50,- Kč   |17.90,- Kč                 |1.60,- Kč              |8.94 %                       |Růst cen potravin o 5 a více %|
|Eastern Europe|Czech Republic|CZK         |2,017|245,202,003,265.94,- Kč|233,151,067,380.88,- Kč|12,050,935,885.06,- Kč |5.17 %                       |Změna HDP větší než 2,5%|Doprava a skladování                                        |27,152.25,- Kč|25,505.75,- Kč             |1,646.50,- Kč            |6.46 %                         |Růst platů o 5 a více %|Máslo                           |197.79,- Kč  |148.34,- Kč                |49.45,- Kč             |33.34 %                      |Růst cen potravin o 5 a více %|
|Eastern Europe|Czech Republic|CZK         |2,017|245,202,003,265.94,- Kč|233,151,067,380.88,- Kč|12,050,935,885.06,- Kč |5.17 %                       |Změna HDP větší než 2,5%|Doprava a skladování                                        |27,152.25,- Kč|25,505.75,- Kč             |1,646.50,- Kč            |6.46 %                         |Růst platů o 5 a více %|Jogurt bílý netučný             |8.73,- Kč    |8.12,- Kč                  |0.61,- Kč              |7.51 %                       |Růst cen potravin o 5 a více %|
|Eastern Europe|Czech Republic|CZK         |2,017|245,202,003,265.94,- Kč|233,151,067,380.88,- Kč|12,050,935,885.06,- Kč |5.17 %                       |Změna HDP větší než 2,5%|Doprava a skladování                                        |27,152.25,- Kč|25,505.75,- Kč             |1,646.50,- Kč            |6.46 %                         |Růst platů o 5 a více %|Jablka konzumní                 |32.63,- Kč   |29.94,- Kč                 |2.69,- Kč              |8.98 %                       |Růst cen potravin o 5 a více %|
|Eastern Europe|Czech Republic|CZK         |2,017|245,202,003,265.94,- Kč|233,151,067,380.88,- Kč|12,050,935,885.06,- Kč |5.17 %                       |Změna HDP větší než 2,5%|Doprava a skladování                                        |27,152.25,- Kč|25,505.75,- Kč             |1,646.50,- Kč            |6.46 %                         |Růst platů o 5 a více %|Chléb konzumní kmínový          |24.17,- Kč   |21.77,- Kč                 |2.40,- Kč              |11.02 %                      |Růst cen potravin o 5 a více %|
|Eastern Europe|Czech Republic|CZK         |2,017|245,202,003,265.94,- Kč|233,151,067,380.88,- Kč|12,050,935,885.06,- Kč |5.17 %                       |Změna HDP větší než 2,5%|Doprava a skladování                                        |27,152.25,- Kč|25,505.75,- Kč             |1,646.50,- Kč            |6.46 %                         |Růst platů o 5 a více %|Hovězí maso zadní bez kosti     |218.27,- Kč  |206.02,- Kč                |12.25,- Kč             |5.95 %                       |Růst cen potravin o 5 a více %|
|Eastern Europe|Czech Republic|CZK         |2,017|245,202,003,265.94,- Kč|233,151,067,380.88,- Kč|12,050,935,885.06,- Kč |5.17 %                       |Změna HDP větší než 2,5%|Doprava a skladování                                        |27,152.25,- Kč|25,505.75,- Kč             |1,646.50,- Kč            |6.46 %                         |Růst platů o 5 a více %|Eidamská cihla                  |142.58,- Kč  |110.90,- Kč                |31.68,- Kč             |28.57 %                      |Růst cen potravin o 5 a více %|
|Eastern Europe|Czech Republic|CZK         |2,017|245,202,003,265.94,- Kč|233,151,067,380.88,- Kč|12,050,935,885.06,- Kč |5.17 %                       |Změna HDP větší než 2,5%|Doprava a skladování                                        |27,152.25,- Kč|25,505.75,- Kč             |1,646.50,- Kč            |6.46 %                         |Růst platů o 5 a více %|Cukr krystalový                 |19.96,- Kč   |17.59,- Kč                 |2.37,- Kč              |13.47 %                      |Růst cen potravin o 5 a více %|
|Eastern Europe|Czech Republic|CZK         |2,017|245,202,003,265.94,- Kč|233,151,067,380.88,- Kč|12,050,935,885.06,- Kč |5.17 %                       |Změna HDP větší než 2,5%|Informační a komunikační činnosti                           |51,640.75,- Kč|49,160.75,- Kč             |2,480.00,- Kč            |5.04 %                         |Růst platů o 5 a více %|Vepřová pečeně s kostí          |118.27,- Kč  |109.46,- Kč                |8.81,- Kč              |8.05 %                       |Růst cen potravin o 5 a více %|
|Eastern Europe|Czech Republic|CZK         |2,017|245,202,003,265.94,- Kč|233,151,067,380.88,- Kč|12,050,935,885.06,- Kč |5.17 %                       |Změna HDP větší než 2,5%|Informační a komunikační činnosti                           |51,640.75,- Kč|49,160.75,- Kč             |2,480.00,- Kč            |5.04 %                         |Růst platů o 5 a více %|Vejce slepičí čerstvá           |36.34,- Kč   |28.65,- Kč                 |7.69,- Kč              |26.84 %                      |Růst cen potravin o 5 a více %|
|Eastern Europe|Czech Republic|CZK         |2,017|245,202,003,265.94,- Kč|233,151,067,380.88,- Kč|12,050,935,885.06,- Kč |5.17 %                       |Změna HDP větší než 2,5%|Informační a komunikační činnosti                           |51,640.75,- Kč|49,160.75,- Kč             |2,480.00,- Kč            |5.04 %                         |Růst platů o 5 a více %|Šunkový salám                   |142.03,- Kč  |130.21,- Kč                |11.82,- Kč             |9.08 %                       |Růst cen potravin o 5 a více %|
|Eastern Europe|Czech Republic|CZK         |2,017|245,202,003,265.94,- Kč|233,151,067,380.88,- Kč|12,050,935,885.06,- Kč |5.17 %                       |Změna HDP větší než 2,5%|Informační a komunikační činnosti                           |51,640.75,- Kč|49,160.75,- Kč             |2,480.00,- Kč            |5.04 %                         |Růst platů o 5 a více %|Rajská jablka červená kulatá    |44.70,- Kč   |40.57,- Kč                 |4.13,- Kč              |10.18 %                      |Růst cen potravin o 5 a více %|
|Eastern Europe|Czech Republic|CZK         |2,017|245,202,003,265.94,- Kč|233,151,067,380.88,- Kč|12,050,935,885.06,- Kč |5.17 %                       |Změna HDP větší než 2,5%|Informační a komunikační činnosti                           |51,640.75,- Kč|49,160.75,- Kč             |2,480.00,- Kč            |5.04 %                         |Růst platů o 5 a více %|Pomeranče                       |36.32,- Kč   |32.60,- Kč                 |3.72,- Kč              |11.41 %                      |Růst cen potravin o 5 a více %|
|Eastern Europe|Czech Republic|CZK         |2,017|245,202,003,265.94,- Kč|233,151,067,380.88,- Kč|12,050,935,885.06,- Kč |5.17 %                       |Změna HDP větší než 2,5%|Informační a komunikační činnosti                           |51,640.75,- Kč|49,160.75,- Kč             |2,480.00,- Kč            |5.04 %                         |Růst platů o 5 a více %|Pečivo pšeničné bílé            |45.23,- Kč   |40.84,- Kč                 |4.39,- Kč              |10.75 %                      |Růst cen potravin o 5 a více %|
|Eastern Europe|Czech Republic|CZK         |2,017|245,202,003,265.94,- Kč|233,151,067,380.88,- Kč|12,050,935,885.06,- Kč |5.17 %                       |Změna HDP větší než 2,5%|Informační a komunikační činnosti                           |51,640.75,- Kč|49,160.75,- Kč             |2,480.00,- Kč            |5.04 %                         |Růst platů o 5 a více %|Mléko polotučné pasterované     |19.50,- Kč   |17.90,- Kč                 |1.60,- Kč              |8.94 %                       |Růst cen potravin o 5 a více %|
|Eastern Europe|Czech Republic|CZK         |2,017|245,202,003,265.94,- Kč|233,151,067,380.88,- Kč|12,050,935,885.06,- Kč |5.17 %                       |Změna HDP větší než 2,5%|Informační a komunikační činnosti                           |51,640.75,- Kč|49,160.75,- Kč             |2,480.00,- Kč            |5.04 %                         |Růst platů o 5 a více %|Máslo                           |197.79,- Kč  |148.34,- Kč                |49.45,- Kč             |33.34 %                      |Růst cen potravin o 5 a více %|
|Eastern Europe|Czech Republic|CZK         |2,017|245,202,003,265.94,- Kč|233,151,067,380.88,- Kč|12,050,935,885.06,- Kč |5.17 %                       |Změna HDP větší než 2,5%|Informační a komunikační činnosti                           |51,640.75,- Kč|49,160.75,- Kč             |2,480.00,- Kč            |5.04 %                         |Růst platů o 5 a více %|Jogurt bílý netučný             |8.73,- Kč    |8.12,- Kč                  |0.61,- Kč              |7.51 %                       |Růst cen potravin o 5 a více %|
|Eastern Europe|Czech Republic|CZK         |2,017|245,202,003,265.94,- Kč|233,151,067,380.88,- Kč|12,050,935,885.06,- Kč |5.17 %                       |Změna HDP větší než 2,5%|Informační a komunikační činnosti                           |51,640.75,- Kč|49,160.75,- Kč             |2,480.00,- Kč            |5.04 %                         |Růst platů o 5 a více %|Jablka konzumní                 |32.63,- Kč   |29.94,- Kč                 |2.69,- Kč              |8.98 %                       |Růst cen potravin o 5 a více %|
|Eastern Europe|Czech Republic|CZK         |2,017|245,202,003,265.94,- Kč|233,151,067,380.88,- Kč|12,050,935,885.06,- Kč |5.17 %                       |Změna HDP větší než 2,5%|Informační a komunikační činnosti                           |51,640.75,- Kč|49,160.75,- Kč             |2,480.00,- Kč            |5.04 %                         |Růst platů o 5 a více %|Chléb konzumní kmínový          |24.17,- Kč   |21.77,- Kč                 |2.40,- Kč              |11.02 %                      |Růst cen potravin o 5 a více %|
|Eastern Europe|Czech Republic|CZK         |2,017|245,202,003,265.94,- Kč|233,151,067,380.88,- Kč|12,050,935,885.06,- Kč |5.17 %                       |Změna HDP větší než 2,5%|Informační a komunikační činnosti                           |51,640.75,- Kč|49,160.75,- Kč             |2,480.00,- Kč            |5.04 %                         |Růst platů o 5 a více %|Hovězí maso zadní bez kosti     |218.27,- Kč  |206.02,- Kč                |12.25,- Kč             |5.95 %                       |Růst cen potravin o 5 a více %|
|Eastern Europe|Czech Republic|CZK         |2,017|245,202,003,265.94,- Kč|233,151,067,380.88,- Kč|12,050,935,885.06,- Kč |5.17 %                       |Změna HDP větší než 2,5%|Informační a komunikační činnosti                           |51,640.75,- Kč|49,160.75,- Kč             |2,480.00,- Kč            |5.04 %                         |Růst platů o 5 a více %|Eidamská cihla                  |142.58,- Kč  |110.90,- Kč                |31.68,- Kč             |28.57 %                      |Růst cen potravin o 5 a více %|
